PER/DCOMP;Tipo de documento;Data de transmissão;Situação;Vl. Total Crédito;Vl. Crédito Dt. Transmissão;Créd. Orig. Necessário Débitos DCOMP ou Valor do PER;Retificado/Cancelado por;Detalhado em PER/DCOMP Anterior;PER/DCOMP inicial
36506.17518.190624.1.7.02-0090;Decl. Compensação;19/06/2024;Em análise;908.369,28;621.865,59;621.240,33;;33314.74811.190424.1.2.02-0235;33314.74811.190424.1.2.02-0235
01661.47273.180724.1.2.03-5850;Pedido Restituição;18/07/2024;Em análise;109.760,82;109.760,82;109.760,82;;;01661.47273.180724.1.2.03-5850
13286.50885.240724.1.3.03-3205;Decl. Compensação;24/07/2024;Em análise;109.760,82;109.760,82;109.760,82;;01661.47273.180724.1.2.03-5850;01661.47273.180724.1.2.03-5850
30152.93555.180724.1.2.02-2302;Pedido Restituição;18/07/2024;Retificado;947.395,95;947.395,95;947.395,95;36948.91392.190824.1.6.02-6314;;30152.93555.180724.1.2.02-2302
36948.91392.190824.1.6.02-6314;Pedido Restituição;19/08/2024;Em análise;953.975,31;953.975,31;953.975,31;;;30152.93555.180724.1.2.02-2302
06529.63915.190724.1.3.02-7049;Decl. Compensação;19/07/2024;Em análise;947.395,95;947.395,95;670.451,34;;30152.93555.180724.1.2.02-2302;30152.93555.180724.1.2.02-2302
33288.89618.190724.1.3.02-9890;Decl. Compensação;19/07/2024;Em análise;947.395,95;276.944,61;163.068,16;;30152.93555.180724.1.2.02-2302;30152.93555.180724.1.2.02-2302
25167.42134.240724.1.3.02-0871;Decl. Compensação;24/07/2024;Em análise;947.395,95;113.876,46;113.876,46;;30152.93555.180724.1.2.02-2302;30152.93555.180724.1.2.02-2302
29093.94680.161024.1.2.02-4397;Pedido Restituição;16/10/2024;Em análise;1.200.021,42;1.200.021,42;1.200.021,42;;;29093.94680.161024.1.2.02-4397
35707.75405.181024.1.3.02-8772;Decl. Compensação;18/10/2024;Em análise;1.200.021,42;1.200.021,42;232.085,96;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
31034.52886.181024.1.3.02-6090;Decl. Compensação;18/10/2024;Em análise;1.200.021,42;967.935,46;754.778,26;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
27487.26070.211024.1.3.02-0212;Decl. Compensação;21/10/2024;Em análise;1.200.021,42;213.157,20;11.495,91;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
11983.91533.241024.1.3.02-0962;Decl. Compensação;24/10/2024;Em análise;1.200.021,42;201.546,33;31.715,82;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
13847.73841.241024.1.3.02-0937;Decl. Compensação;24/10/2024;Em análise;1.200.021,42;169.830,51;49.335,01;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
30170.70014.191124.1.3.02-6313;Decl. Compensação;19/11/2024;Em análise;1.200.021,42;120.495,50;62.065,51;;29093.94680.161024.1.2.02-4397;29093.94680.161024.1.2.02-4397
36687.23231.161024.1.2.03-9095;Pedido Restituição;16/10/2024;Em análise;147.207,82;147.207,82;147.207,82;;;36687.23231.161024.1.2.03-9095
37608.27778.241024.1.3.03-9801;Decl. Compensação;24/10/2024;Em análise;147.207,82;147.207,82;97.045,69;;36687.23231.161024.1.2.03-9095;36687.23231.161024.1.2.03-9095
03185.91980.221124.1.2.04-0916;Pedido Restituição;22/11/2024;Em análise;2.384,02;2.384,02;2.384,02;;;03185.91980.221124.1.2.04-0916
04748.80306.221124.1.2.04-1604;Pedido Restituição;22/11/2024;Em análise;20.064,85;20.064,85;20.064,85;;;04748.80306.221124.1.2.04-1604
08065.74835.221124.1.2.04-9250;Pedido Restituição;22/11/2024;Em análise;26.227,75;26.227,75;26.227,75;;;08065.74835.221124.1.2.04-9250
14321.37813.221124.1.2.04-0404;Pedido Restituição;22/11/2024;Em análise;1.839,89;1.839,89;1.839,89;;;14321.37813.221124.1.2.04-0404
24411.62495.221124.1.2.04-2584;Pedido Restituição;22/11/2024;Em análise;132.964,36;132.964,36;132.964,36;;;24411.62495.221124.1.2.04-2584
28630.95151.221124.1.2.04-0909;Pedido Restituição;22/11/2024;Em análise;11.000,14;11.000,14;11.000,14;;;28630.95151.221124.1.2.04-0909
31364.01543.221124.1.2.04-9948;Pedido Restituição;22/11/2024;Em análise;33.430,72;33.430,72;33.430,72;;;31364.01543.221124.1.2.04-9948
31584.68599.221124.1.2.04-9871;Pedido Restituição;22/11/2024;Em análise;154.426,18;154.426,18;154.426,18;;;31584.68599.221124.1.2.04-9871
14690.16544.251124.1.3.04-8285;Decl. Compensação;25/11/2024;Em análise;154.426,18;154.426,18;86.880,82;;31584.68599.221124.1.2.04-9871;31584.68599.221124.1.2.04-9871
38179.31182.221124.1.2.04-2906;Pedido Restituição;22/11/2024;Em análise;88.369,06;88.369,06;88.369,06;;;38179.31182.221124.1.2.04-2906
38540.04818.221124.1.2.04-4863;Pedido Restituição;22/11/2024;Em análise;42.451,13;42.451,13;42.451,13;;;38540.04818.221124.1.2.04-4863
42070.07521.221124.1.2.04-9980;Pedido Restituição;22/11/2024;Em análise;18.952,98;18.952,98;18.952,98;;;42070.07521.221124.1.2.04-9980
42638.44393.221124.1.2.04-4000;Pedido Restituição;22/11/2024;Em análise;28.896,64;28.896,64;28.896,64;;;42638.44393.221124.1.2.04-4000
06447.64514.251124.1.2.04-5058;Pedido Restituição;25/11/2024;Em análise;1.496,97;1.496,97;1.496,97;;;06447.64514.251124.1.2.04-5058
12745.82447.251124.1.2.04-6806;Pedido Restituição;25/11/2024;Em análise;1.871,83;1.871,83;1.871,83;;;12745.82447.251124.1.2.04-6806
21514.68228.251124.1.2.04-4087;Pedido Restituição;25/11/2024;Em análise;4.914,15;4.914,15;4.914,15;;;21514.68228.251124.1.2.04-4087
25625.43430.251124.1.2.04-3210;Pedido Restituição;25/11/2024;Em análise;5.524,30;5.524,30;5.524,30;;;25625.43430.251124.1.2.04-3210
28192.66550.251124.1.2.04-3737;Pedido Restituição;25/11/2024;Em análise;4.369,33;4.369,33;4.369,33;;;28192.66550.251124.1.2.04-3737
32480.69972.251124.1.2.04-0500;Pedido Restituição;25/11/2024;Em análise;4.344,25;4.344,25;4.344,25;;;32480.69972.251124.1.2.04-0500
